tempo_s,bpm
0.00,95.21
1.00,190.43
2.00,190.43
3.00,197.75
4.00,197.75
5.00,197.75
6.00,197.75
7.00,197.75
8.00,197.75
9.00,102.54
10.00,102.54
11.00,102.54
12.00,95.21
13.00,95.21
14.00,95.21
15.00,95.21
16.00,197.75
17.00,102.54
18.00,102.54
19.00,102.54
20.00,197.75
21.00,197.75
22.00,197.75
23.00,197.75
24.00,205.08
25.00,205.08
26.00,197.75
27.00,95.21
28.00,190.43
29.00,190.43
30.00,95.21
31.00,95.21
32.00,95.21
33.00,95.21
34.00,95.21
35.00,95.21
36.00,95.21
37.00,95.21
38.00,95.21
39.00,183.11
40.00,183.11
41.00,183.11
42.00,183.11
43.00,183.11
44.00,183.11
45.00,183.11
46.00,95.21
47.00,87.89
48.00,87.89
49.00,87.89
50.00,87.89
51.00,95.21
52.00,190.43
53.00,190.43
54.00,190.43
55.00,190.43
56.00,190.43
57.00,95.21
58.00,87.89
59.00,87.89
60.00,87.89
61.00,87.89
62.00,87.89
63.00,95.21
64.00,95.21
65.00,197.75
66.00,197.75
67.00,197.75
68.00,95.21
69.00,95.21
70.00,95.21
71.00,87.89
72.00,95.21
73.00,95.21
74.00,95.21
75.00,197.75
76.00,197.75
77.00,197.75
78.00,95.21
79.00,95.21
80.00,95.21
81.00,183.11
82.00,183.11
83.00,183.11
84.00,183.11
85.00,87.89
86.00,87.89
87.00,87.89
88.00,87.89
89.00,87.89
90.00,168.46
91.00,168.46
92.00,80.57
93.00,80.57
94.00,80.57
95.00,87.89
96.00,87.89
97.00,87.89
98.00,87.89
99.00,87.89
100.00,87.89
101.00,87.89
102.00,87.89
103.00,87.89
104.00,87.89
105.00,87.89
106.00,87.89
107.00,87.89
108.00,87.89
109.00,87.89
110.00,87.89
111.00,87.89
112.00,87.89
113.00,87.89
114.00,87.89
115.00,87.89
116.00,87.89
117.00,87.89
118.00,95.21
119.00,95.21
120.00,95.21
121.00,95.21
122.00,183.11
123.00,183.11
124.00,183.11
125.00,183.11
126.00,183.11
127.00,87.89
128.00,87.89
129.00,87.89
130.00,87.89
131.00,87.89
132.00,87.89
133.00,87.89
134.00,87.89
135.00,87.89
136.00,87.89
137.00,87.89
138.00,87.89
139.00,87.89
140.00,87.89
141.00,87.89
142.00,183.11
143.00,190.43
144.00,87.89
145.00,87.89
146.00,87.89
147.00,87.89
148.00,87.89
149.00,87.89
150.00,87.89
151.00,87.89
152.00,87.89
153.00,95.21
154.00,95.21
155.00,95.21
156.00,95.21
157.00,95.21
158.00,95.21
159.00,95.21
160.00,87.89
161.00,183.11
162.00,183.11
163.00,183.11
164.00,183.11
165.00,183.11
166.00,87.89
167.00,87.89
168.00,87.89
169.00,80.57
170.00,80.57
171.00,80.57
172.00,80.57
173.00,80.57
174.00,80.57
175.00,87.89
176.00,87.89
177.00,87.89
178.00,87.89
179.00,87.89
180.00,87.89
181.00,183.11
182.00,183.11
183.00,183.11
184.00,183.11
185.00,183.11
186.00,183.11
187.00,183.11
188.00,183.11
189.00,95.21
190.00,190.43
191.00,95.21
192.00,95.21
193.00,95.21
194.00,95.21
195.00,95.21
196.00,95.21
197.00,95.21
198.00,95.21
199.00,95.21
200.00,190.43
201.00,190.43
202.00,95.21
203.00,95.21
204.00,197.75
205.00,197.75
206.00,197.75
207.00,95.21
208.00,190.43
209.00,190.43
210.00,197.75
211.00,197.75
212.00,197.75
213.00,197.75
214.00,95.21
215.00,95.21
216.00,95.21
217.00,87.89
218.00,87.89
219.00,87.89
220.00,95.21
221.00,95.21
222.00,95.21
223.00,87.89
224.00,87.89
225.00,87.89
226.00,87.89
227.00,183.11
228.00,183.11
229.00,183.11
230.00,183.11
231.00,183.11
232.00,87.89
233.00,87.89
234.00,80.57
235.00,87.89
236.00,87.89
237.00,87.89
238.00,87.89
239.00,87.89
240.00,87.89
241.00,87.89
242.00,87.89
243.00,87.89
244.00,87.89
245.00,87.89
246.00,183.11
