tempo_s,bpm
0.00,146.48
1.00,146.48
2.00,73.24
3.00,73.24
4.00,65.92
5.00,65.92
6.00,197.75
7.00,197.75
8.00,197.75
9.00,73.24
10.00,73.24
11.00,73.24
12.00,73.24
13.00,73.24
14.00,219.73
15.00,219.73
16.00,146.48
17.00,183.11
18.00,183.11
19.00,183.11
20.00,175.78
21.00,234.38
22.00,234.38
23.00,65.92
24.00,65.92
25.00,183.11
26.00,124.51
27.00,117.19
28.00,109.86
29.00,102.54
30.00,65.92
31.00,65.92
32.00,65.92
33.00,73.24
34.00,73.24
35.00,80.57
36.00,73.24
37.00,168.46
38.00,168.46
39.00,168.46
40.00,161.13
41.00,161.13
42.00,183.11
43.00,175.78
44.00,168.46
45.00,168.46
46.00,117.19
47.00,117.19
48.00,117.19
49.00,168.46
50.00,168.46
51.00,205.08
52.00,205.08
53.00,102.54
54.00,102.54
55.00,102.54
56.00,87.89
57.00,153.81
58.00,153.81
59.00,153.81
60.00,161.13
61.00,161.13
62.00,161.13
63.00,168.46
64.00,168.46
65.00,168.46
66.00,117.19
67.00,117.19
68.00,117.19
69.00,190.43
70.00,161.13
71.00,161.13
72.00,168.46
73.00,175.78
74.00,175.78
75.00,175.78
76.00,175.78
77.00,168.46
78.00,161.13
79.00,161.13
80.00,153.81
81.00,153.81
82.00,124.51
83.00,124.51
84.00,124.51
85.00,124.51
86.00,124.51
87.00,131.84
88.00,131.84
89.00,131.84
90.00,131.84
91.00,161.13
92.00,153.81
93.00,146.48
94.00,146.48
95.00,146.48
96.00,117.19
97.00,117.19
98.00,117.19
99.00,109.86
100.00,109.86
101.00,58.59
102.00,58.59
103.00,95.21
104.00,95.21
105.00,95.21
106.00,87.89
107.00,87.89
108.00,87.89
109.00,168.46
110.00,153.81
111.00,153.81
112.00,153.81
113.00,153.81
114.00,73.24
115.00,73.24
116.00,161.13
117.00,87.89
118.00,87.89
119.00,87.89
120.00,87.89
121.00,87.89
122.00,51.27
123.00,51.27
124.00,51.27
125.00,161.13
126.00,161.13
127.00,95.21
128.00,95.21
129.00,161.13
130.00,212.40
131.00,153.81
132.00,153.81
133.00,153.81
134.00,153.81
135.00,153.81
136.00,153.81
137.00,161.13
138.00,161.13
139.00,161.13
140.00,161.13
141.00,227.05
142.00,227.05
143.00,161.13
144.00,183.11
145.00,183.11
146.00,197.75
147.00,197.75
148.00,197.75
149.00,139.16
150.00,139.16
151.00,183.11
152.00,183.11
153.00,183.11
154.00,168.46
155.00,168.46
156.00,168.46
157.00,168.46
158.00,168.46
159.00,168.46
160.00,183.11
161.00,183.11
162.00,190.43
163.00,197.75
164.00,197.75
165.00,73.24
166.00,73.24
167.00,73.24
168.00,65.92
169.00,65.92
170.00,65.92
171.00,190.43
172.00,190.43
173.00,190.43
174.00,190.43
175.00,190.43
176.00,190.43
177.00,146.48
178.00,219.73
179.00,219.73
180.00,219.73
181.00,227.05
182.00,65.92
183.00,205.08
184.00,205.08
185.00,205.08
186.00,205.08
187.00,175.78
188.00,183.11
189.00,183.11
190.00,190.43
191.00,153.81
192.00,153.81
193.00,234.38
194.00,197.75
195.00,168.46
196.00,139.16
197.00,190.43
198.00,139.16
199.00,197.75
200.00,153.81
201.00,153.81
202.00,175.78
203.00,183.11
204.00,183.11
205.00,183.11
206.00,183.11
207.00,183.11
208.00,102.54
209.00,102.54
210.00,168.46
211.00,190.43
212.00,190.43
213.00,146.48
214.00,146.48
215.00,131.84
216.00,131.84
217.00,131.84
218.00,131.84
219.00,131.84
220.00,190.43
221.00,131.84
222.00,131.84
223.00,131.84
224.00,131.84
225.00,131.84
226.00,168.46
227.00,168.46
228.00,219.73
229.00,219.73
230.00,219.73
231.00,175.78
232.00,175.78
233.00,146.48
234.00,146.48
235.00,87.89
236.00,87.89
237.00,87.89
238.00,183.11
239.00,80.57
240.00,80.57
241.00,80.57
242.00,80.57
243.00,80.57
244.00,117.19
245.00,153.81
246.00,153.81
247.00,161.13
248.00,161.13
249.00,161.13
250.00,161.13
251.00,161.13
252.00,161.13
253.00,161.13
254.00,153.81
255.00,87.89
256.00,131.84
257.00,131.84
258.00,131.84
259.00,131.84
260.00,131.84
261.00,139.16
262.00,139.16
263.00,139.16
264.00,139.16
265.00,124.51
266.00,73.24
267.00,161.13
268.00,161.13
269.00,168.46
