tempo_s,bpm
0.00,51.27
1.00,51.27
2.00,51.27
3.00,58.59
4.00,58.59
5.00,58.59
6.00,58.59
7.00,58.59
8.00,58.59
9.00,58.59
10.00,58.59
11.00,58.59
12.00,58.59
13.00,58.59
14.00,58.59
15.00,58.59
16.00,58.59
17.00,58.59
18.00,58.59
19.00,58.59
20.00,58.59
21.00,95.21
22.00,95.21
23.00,95.21
24.00,58.59
25.00,58.59
26.00,58.59
27.00,117.19
28.00,58.59
29.00,117.19
30.00,58.59
31.00,58.59
32.00,58.59
33.00,58.59
34.00,58.59
35.00,58.59
36.00,58.59
37.00,58.59
38.00,58.59
39.00,58.59
40.00,58.59
41.00,58.59
42.00,58.59
43.00,58.59
44.00,58.59
45.00,58.59
46.00,58.59
47.00,58.59
48.00,58.59
49.00,58.59
50.00,58.59
51.00,58.59
52.00,58.59
53.00,58.59
54.00,58.59
55.00,58.59
56.00,58.59
57.00,58.59
58.00,58.59
59.00,58.59
60.00,58.59
61.00,58.59
62.00,58.59
63.00,58.59
64.00,58.59
65.00,58.59
66.00,58.59
67.00,58.59
68.00,58.59
69.00,58.59
70.00,117.19
71.00,117.19
72.00,58.59
73.00,58.59
74.00,58.59
75.00,58.59
76.00,58.59
77.00,58.59
78.00,58.59
79.00,58.59
80.00,51.27
81.00,58.59
82.00,58.59
83.00,117.19
84.00,65.92
85.00,109.86
86.00,109.86
87.00,109.86
88.00,109.86
89.00,58.59
90.00,58.59
91.00,58.59
92.00,58.59
93.00,58.59
94.00,58.59
95.00,58.59
96.00,58.59
97.00,58.59
98.00,58.59
99.00,58.59
100.00,51.27
101.00,51.27
102.00,58.59
103.00,58.59
104.00,58.59
105.00,58.59
106.00,95.21
107.00,95.21
108.00,95.21
109.00,95.21
110.00,95.21
111.00,95.21
112.00,95.21
113.00,95.21
114.00,95.21
115.00,95.21
116.00,95.21
117.00,95.21
118.00,109.86
119.00,95.21
120.00,95.21
121.00,95.21
122.00,95.21
123.00,95.21
124.00,102.54
125.00,102.54
126.00,102.54
127.00,102.54
128.00,102.54
129.00,102.54
130.00,102.54
131.00,95.21
132.00,95.21
133.00,95.21
134.00,95.21
135.00,58.59
136.00,58.59
137.00,102.54
138.00,102.54
139.00,102.54
140.00,102.54
141.00,102.54
142.00,102.54
143.00,102.54
144.00,102.54
145.00,102.54
146.00,102.54
147.00,102.54
148.00,102.54
149.00,102.54
150.00,102.54
151.00,102.54
152.00,102.54
153.00,102.54
154.00,102.54
155.00,102.54
156.00,102.54
157.00,102.54
158.00,102.54
159.00,102.54
160.00,102.54
161.00,102.54
162.00,102.54
163.00,102.54
164.00,102.54
165.00,102.54
166.00,102.54
167.00,102.54
168.00,102.54
169.00,102.54
170.00,102.54
171.00,51.27
172.00,51.27
173.00,51.27
174.00,51.27
175.00,102.54
176.00,102.54
177.00,102.54
178.00,102.54
179.00,102.54
180.00,102.54
181.00,102.54
182.00,102.54
183.00,102.54
184.00,102.54
185.00,102.54
186.00,102.54
187.00,102.54
188.00,95.21
189.00,95.21
190.00,95.21
191.00,102.54
192.00,102.54
193.00,58.59
194.00,58.59
195.00,58.59
196.00,58.59
197.00,58.59
198.00,58.59
199.00,58.59
200.00,109.86
201.00,58.59
202.00,58.59
203.00,58.59
204.00,58.59
205.00,58.59
206.00,58.59
207.00,58.59
208.00,58.59
209.00,58.59
210.00,58.59
211.00,58.59
212.00,58.59
213.00,58.59
214.00,58.59
215.00,58.59
216.00,58.59
217.00,58.59
218.00,58.59
219.00,58.59
220.00,58.59
221.00,58.59
222.00,58.59
223.00,58.59
224.00,58.59
225.00,109.86
226.00,109.86
227.00,109.86
228.00,109.86
229.00,58.59
230.00,51.27
231.00,58.59
232.00,58.59
233.00,58.59
234.00,58.59
235.00,58.59
236.00,109.86
237.00,109.86
238.00,109.86
239.00,109.86
240.00,109.86
241.00,109.86
242.00,109.86
243.00,58.59
244.00,58.59
245.00,58.59
246.00,58.59
247.00,58.59
248.00,58.59
249.00,58.59
250.00,58.59
251.00,58.59
252.00,58.59
253.00,109.86
254.00,109.86
255.00,109.86
256.00,102.54
257.00,102.54
258.00,102.54
259.00,58.59
260.00,58.59
261.00,58.59
262.00,58.59
263.00,58.59
264.00,58.59
265.00,58.59
266.00,58.59
267.00,58.59
268.00,51.27
269.00,58.59
270.00,58.59
271.00,58.59
272.00,58.59
273.00,102.54
274.00,102.54
275.00,58.59
276.00,102.54
277.00,102.54
278.00,102.54
279.00,102.54
280.00,102.54
281.00,102.54
282.00,102.54
283.00,102.54
284.00,102.54
285.00,58.59
