tempo_s,bpm
0.00,73.24
1.00,73.24
2.00,73.24
3.00,73.24
8.00,80.57
13.00,73.24
14.00,73.24
15.00,73.24
16.00,73.24
20.00,73.24
25.00,73.24
26.00,73.24
27.00,73.24
28.00,73.24
29.00,73.24
30.00,73.24
31.00,73.24
32.00,73.24
33.00,73.24
34.00,73.24
35.00,73.24
36.00,73.24
37.00,65.92
38.00,73.24
39.00,73.24
40.00,73.24
41.00,73.24
42.00,73.24
43.00,73.24
44.00,73.24
45.00,73.24
46.00,73.24
47.00,73.24
50.00,73.24
51.00,73.24
52.00,73.24
53.00,73.24
54.00,73.24
55.00,73.24
56.00,73.24
57.00,73.24
59.00,73.24
60.00,73.24
61.00,73.24
62.00,73.24
63.00,73.24
64.00,73.24
65.00,73.24
66.00,73.24
67.00,80.57
68.00,80.57
69.00,73.24
70.00,73.24
71.00,73.24
72.00,73.24
73.00,73.24
74.00,80.57
75.00,80.57
76.00,80.57
77.00,80.57
78.00,80.57
79.00,80.57
81.00,87.89
83.00,80.57
84.00,80.57
85.00,80.57
86.00,73.24
87.00,73.24
88.00,73.24
89.00,73.24
90.00,73.24
91.00,73.24
92.00,73.24
93.00,73.24
94.00,73.24
95.00,73.24
96.00,73.24
97.00,73.24
98.00,73.24
99.00,73.24
100.00,73.24
101.00,73.24
102.00,73.24
103.00,73.24
104.00,73.24
105.00,73.24
106.00,65.92
107.00,65.92
109.00,73.24
110.00,73.24
111.00,73.24
112.00,73.24
113.00,73.24
114.00,73.24
115.00,73.24
116.00,73.24
117.00,73.24
118.00,73.24
119.00,73.24
120.00,73.24
121.00,73.24
122.00,73.24
123.00,73.24
124.00,73.24
125.00,73.24
126.00,73.24
127.00,73.24
128.00,73.24
129.00,73.24
130.00,73.24
131.00,73.24
133.00,73.24
134.00,73.24
135.00,73.24
136.00,73.24
137.00,73.24
139.00,73.24
140.00,73.24
141.00,73.24
142.00,73.24
143.00,73.24
144.00,73.24
145.00,73.24
146.00,73.24
147.00,73.24
148.00,73.24
149.00,73.24
150.00,73.24
151.00,73.24
152.00,73.24
153.00,73.24
154.00,73.24
155.00,73.24
156.00,73.24
157.00,73.24
162.00,73.24
163.00,73.24
164.00,73.24
165.00,73.24
166.00,73.24
170.00,73.24
171.00,73.24
172.00,73.24
173.00,73.24
174.00,73.24
175.00,73.24
176.00,73.24
