tempo_s,bpm
2.00,87.89
3.00,87.89
4.00,87.89
95.00,102.54
96.00,139.16
97.00,139.16
100.00,73.24
101.00,80.57
104.00,87.89
106.00,80.57
107.00,80.57
108.00,80.57
109.00,80.57
110.00,80.57
111.00,73.24
115.00,146.48
116.00,80.57
117.00,139.16
118.00,139.16
125.00,139.16
144.00,102.54
149.00,73.24
150.00,73.24
151.00,73.24
152.00,73.24
153.00,65.92
160.00,139.16
161.00,139.16
170.00,139.16
194.00,80.57
246.00,87.89
247.00,87.89
248.00,87.89
291.00,73.24
292.00,73.24
293.00,73.24
294.00,73.24
310.00,73.24
311.00,73.24
341.00,146.48
355.00,146.48
356.00,146.48
357.00,146.48
377.00,87.89
387.00,139.16
388.00,175.78
389.00,175.78
390.00,95.21
391.00,95.21
392.00,102.54
393.00,102.54
