tempo_s,bpm
0.00,95.21
1.00,95.21
2.00,87.89
3.00,87.89
5.00,95.21
6.00,95.21
7.00,102.54
8.00,95.21
9.00,95.21
10.00,95.21
11.00,87.89
15.00,95.21
16.00,95.21
17.00,95.21
18.00,102.54
19.00,102.54
20.00,102.54
21.00,102.54
22.00,95.21
23.00,95.21
24.00,102.54
25.00,102.54
26.00,102.54
27.00,102.54
28.00,102.54
29.00,102.54
30.00,102.54
31.00,102.54
32.00,102.54
33.00,102.54
34.00,102.54
37.00,102.54
38.00,102.54
44.00,102.54
45.00,102.54
46.00,102.54
56.00,95.21
57.00,95.21
58.00,95.21
61.00,95.21
62.00,95.21
63.00,95.21
64.00,102.54
65.00,102.54
66.00,102.54
67.00,95.21
68.00,95.21
69.00,95.21
70.00,95.21
71.00,95.21
72.00,95.21
73.00,95.21
75.00,95.21
76.00,95.21
77.00,95.21
78.00,87.89
79.00,87.89
80.00,87.89
83.00,95.21
84.00,95.21
85.00,95.21
86.00,95.21
87.00,95.21
88.00,95.21
89.00,95.21
90.00,95.21
91.00,95.21
101.00,87.89
102.00,87.89
103.00,87.89
105.00,87.89
106.00,87.89
107.00,87.89
108.00,87.89
109.00,95.21
110.00,95.21
111.00,95.21
112.00,95.21
113.00,95.21
116.00,95.21
117.00,95.21
118.00,95.21
119.00,95.21
120.00,95.21
122.00,95.21
123.00,102.54
125.00,102.54
126.00,95.21
127.00,95.21
128.00,95.21
129.00,95.21
130.00,102.54
131.00,102.54
132.00,102.54
133.00,102.54
142.00,95.21
143.00,95.21
144.00,95.21
154.00,95.21
155.00,95.21
156.00,87.89
162.00,87.89
163.00,87.89
164.00,87.89
165.00,87.89
166.00,87.89
167.00,87.89
168.00,95.21
169.00,95.21
170.00,95.21
171.00,95.21
172.00,102.54
190.00,95.21
191.00,95.21
192.00,95.21
193.00,102.54
194.00,95.21
195.00,95.21
196.00,87.89
197.00,87.89
202.00,87.89
203.00,87.89
204.00,87.89
205.00,87.89
217.00,87.89
218.00,87.89
219.00,87.89
220.00,87.89
221.00,87.89
222.00,87.89
223.00,87.89
224.00,95.21
225.00,95.21
226.00,95.21
227.00,87.89
228.00,87.89
229.00,87.89
230.00,87.89
231.00,87.89
232.00,87.89
236.00,95.21
237.00,95.21
238.00,95.21
239.00,95.21
240.00,95.21
247.00,95.21
248.00,95.21
249.00,95.21
250.00,95.21
257.00,95.21
258.00,95.21
259.00,95.21
260.00,95.21
268.00,95.21
269.00,95.21
274.00,87.89
278.00,95.21
279.00,95.21
280.00,95.21
283.00,95.21
284.00,95.21
285.00,95.21
286.00,95.21
287.00,95.21
288.00,95.21
289.00,95.21
290.00,87.89
291.00,87.89
292.00,87.89
293.00,87.89
294.00,87.89
295.00,87.89
299.00,80.57
305.00,87.89
306.00,95.21
307.00,95.21
308.00,95.21
309.00,95.21
310.00,95.21
313.00,87.89
314.00,87.89
315.00,87.89
319.00,95.21
322.00,95.21
323.00,95.21
324.00,95.21
325.00,95.21
326.00,95.21
328.00,87.89
329.00,87.89
330.00,87.89
335.00,87.89
336.00,87.89
337.00,87.89
365.00,87.89
372.00,95.21
374.00,87.89
375.00,87.89
380.00,87.89
381.00,87.89
382.00,87.89
383.00,87.89
394.00,87.89
395.00,87.89
396.00,87.89
397.00,80.57
401.00,87.89
402.00,87.89
408.00,87.89
411.00,87.89
415.00,95.21
416.00,95.21
417.00,95.21
435.00,87.89
436.00,87.89
442.00,87.89
445.00,95.21
446.00,95.21
447.00,95.21
448.00,95.21
450.00,87.89
455.00,87.89
456.00,87.89
460.00,87.89
461.00,87.89
462.00,87.89
463.00,87.89
464.00,95.21
478.00,95.21
