tempo_s,bpm
0.00,80.57
1.00,80.57
2.00,80.57
3.00,80.57
4.00,80.57
5.00,80.57
6.00,80.57
7.00,80.57
8.00,80.57
9.00,80.57
10.00,80.57
11.00,80.57
12.00,80.57
13.00,87.89
14.00,87.89
15.00,87.89
16.00,87.89
17.00,87.89
18.00,87.89
19.00,87.89
20.00,80.57
21.00,80.57
22.00,80.57
23.00,87.89
24.00,95.21
25.00,95.21
26.00,95.21
27.00,87.89
28.00,87.89
29.00,87.89
30.00,87.89
31.00,87.89
32.00,87.89
33.00,87.89
34.00,87.89
35.00,87.89
36.00,95.21
37.00,95.21
38.00,95.21
39.00,87.89
40.00,87.89
41.00,87.89
42.00,87.89
43.00,87.89
44.00,87.89
45.00,87.89
46.00,87.89
47.00,87.89
48.00,87.89
49.00,95.21
50.00,95.21
51.00,95.21
52.00,87.89
53.00,87.89
54.00,87.89
55.00,87.89
56.00,87.89
57.00,87.89
58.00,87.89
59.00,87.89
60.00,87.89
61.00,87.89
62.00,87.89
63.00,95.21
64.00,95.21
65.00,87.89
66.00,87.89
67.00,87.89
68.00,95.21
69.00,95.21
70.00,95.21
71.00,87.89
72.00,87.89
73.00,95.21
74.00,95.21
75.00,95.21
76.00,95.21
77.00,95.21
78.00,87.89
79.00,87.89
80.00,87.89
81.00,87.89
82.00,87.89
83.00,87.89
84.00,87.89
85.00,87.89
86.00,87.89
87.00,87.89
88.00,87.89
89.00,87.89
90.00,87.89
91.00,87.89
92.00,87.89
93.00,87.89
94.00,95.21
95.00,95.21
96.00,95.21
97.00,95.21
98.00,87.89
99.00,87.89
100.00,87.89
101.00,95.21
102.00,95.21
103.00,95.21
104.00,95.21
105.00,95.21
106.00,80.57
107.00,80.57
108.00,80.57
109.00,80.57
110.00,80.57
111.00,80.57
112.00,87.89
113.00,87.89
114.00,87.89
115.00,87.89
116.00,87.89
117.00,87.89
118.00,87.89
119.00,87.89
120.00,87.89
121.00,87.89
122.00,87.89
123.00,87.89
124.00,87.89
125.00,87.89
126.00,87.89
127.00,87.89
128.00,95.21
129.00,95.21
130.00,95.21
131.00,95.21
132.00,95.21
133.00,95.21
134.00,95.21
135.00,95.21
136.00,95.21
137.00,95.21
138.00,87.89
139.00,95.21
140.00,95.21
141.00,95.21
142.00,87.89
143.00,87.89
144.00,87.89
145.00,87.89
146.00,87.89
147.00,95.21
148.00,95.21
149.00,95.21
150.00,95.21
151.00,95.21
152.00,87.89
153.00,87.89
154.00,87.89
155.00,95.21
156.00,95.21
157.00,95.21
158.00,95.21
159.00,95.21
160.00,87.89
161.00,87.89
162.00,87.89
163.00,80.57
164.00,80.57
165.00,80.57
166.00,80.57
167.00,80.57
168.00,87.89
169.00,95.21
170.00,95.21
171.00,95.21
172.00,95.21
173.00,95.21
