tempo_s,bpm
0.00,109.86
1.00,102.54
2.00,102.54
3.00,102.54
4.00,102.54
5.00,95.21
6.00,95.21
7.00,95.21
8.00,102.54
9.00,102.54
10.00,102.54
11.00,102.54
12.00,102.54
13.00,102.54
14.00,102.54
15.00,102.54
16.00,102.54
17.00,102.54
18.00,102.54
19.00,102.54
20.00,102.54
21.00,102.54
22.00,102.54
23.00,102.54
24.00,102.54
25.00,102.54
26.00,102.54
27.00,102.54
28.00,102.54
29.00,102.54
30.00,109.86
31.00,109.86
32.00,109.86
33.00,109.86
34.00,109.86
35.00,102.54
36.00,102.54
37.00,102.54
38.00,102.54
39.00,102.54
40.00,102.54
41.00,102.54
42.00,102.54
43.00,102.54
44.00,102.54
45.00,102.54
46.00,102.54
47.00,95.21
48.00,95.21
49.00,95.21
50.00,95.21
51.00,95.21
52.00,95.21
53.00,102.54
54.00,102.54
55.00,102.54
56.00,102.54
57.00,102.54
58.00,95.21
59.00,95.21
60.00,95.21
61.00,102.54
62.00,102.54
63.00,102.54
64.00,102.54
65.00,102.54
66.00,102.54
67.00,102.54
68.00,102.54
69.00,102.54
70.00,102.54
71.00,102.54
72.00,109.86
73.00,102.54
74.00,102.54
75.00,102.54
76.00,102.54
77.00,102.54
78.00,102.54
79.00,102.54
80.00,102.54
81.00,109.86
82.00,102.54
83.00,102.54
84.00,102.54
85.00,102.54
86.00,102.54
87.00,102.54
88.00,102.54
89.00,102.54
90.00,102.54
91.00,102.54
92.00,102.54
93.00,102.54
94.00,102.54
95.00,102.54
96.00,102.54
97.00,102.54
98.00,102.54
99.00,102.54
100.00,102.54
101.00,102.54
102.00,109.86
103.00,109.86
104.00,109.86
105.00,109.86
106.00,109.86
107.00,109.86
108.00,109.86
109.00,102.54
110.00,102.54
111.00,102.54
112.00,102.54
113.00,102.54
114.00,102.54
115.00,102.54
116.00,102.54
117.00,102.54
118.00,102.54
119.00,102.54
120.00,102.54
121.00,102.54
122.00,102.54
123.00,102.54
124.00,102.54
125.00,102.54
126.00,102.54
127.00,102.54
