tempo_s,bpm_ecg
1.06,85.23
1.75,86.46
2.40,92.59
3.08,88.24
3.75,89.82
4.40,91.74
5.09,87.46
5.78,86.96
6.40,95.85
7.04,94.04
7.70,91.74
8.31,97.09
8.93,97.09
9.57,93.46
10.24,90.09
10.87,95.24
11.52,92.59
12.20,88.24
12.86,90.09
13.49,96.46
14.13,93.75
14.77,92.88
15.40,95.85
16.00,99.01
16.64,93.75
17.29,92.59
17.93,94.04
18.57,93.17
19.18,98.36
19.81,95.24
20.49,89.29
21.13,92.59
21.76,95.24
22.43,90.36
23.10,89.82
23.71,98.36
24.33,96.46
24.94,98.04
25.56,97.40
26.15,100.33
26.78,96.15
27.40,95.85
28.03,96.15
28.65,95.85
29.27,98.04
29.88,98.04
30.49,98.36
31.07,103.81
31.62,108.30
32.17,108.30
32.74,105.63
33.32,103.09
33.93,98.68
34.53,100.33
35.10,104.53
35.68,104.53
36.29,98.36
36.90,97.40
37.50,101.35
38.13,95.24
38.77,93.75
39.37,99.67
39.97,100.33
40.59,95.54
41.21,97.72
41.80,101.35
42.42,97.09
43.05,95.54
43.64,101.35
44.26,97.09
44.89,94.04
45.54,93.17
46.14,100.33
46.78,92.88
47.42,93.46
48.02,101.01
48.61,102.04
49.21,99.34
49.81,100.00
50.38,105.63
50.96,103.09
51.55,102.04
52.13,103.81
52.70,104.90
53.28,102.74
53.90,97.09
54.52,96.46
55.11,102.74
55.71,100.00
56.32,97.40
56.92,100.33
57.52,100.33
58.12,100.00
58.70,103.45
59.28,103.09
59.88,100.67
60.47,100.33
61.08,99.34
61.66,102.74
62.24,104.53
62.79,107.53
63.35,108.30
63.91,106.76
64.48,104.90
65.05,104.90
65.63,103.45
66.20,105.63
66.75,110.29
67.31,107.14
67.89,102.39
68.49,99.67
69.04,109.09
69.60,107.14
70.17,105.26
70.75,103.45
71.32,106.38
71.86,111.52
72.39,112.36
72.95,107.53
73.53,102.39
74.09,107.14
74.68,102.74
75.25,105.63
75.86,98.36
76.48,96.77
77.08,100.00
77.68,100.00
78.23,107.91
78.80,106.38
79.36,105.63
79.93,106.38
80.47,109.89
81.03,107.53
81.66,96.15
82.30,93.17
82.93,95.24
83.51,103.45
84.13,96.46
84.79,91.46
85.40,98.68
86.01,97.40
86.64,95.54
87.26,97.40
87.84,102.39
88.40,106.76
88.97,106.76
89.54,104.17
90.14,101.01
90.72,103.45
91.35,94.94
91.96,97.72
92.56,100.67
93.20,93.46
93.86,91.46
94.50,93.75
95.11,97.40
95.72,98.68
96.29,104.90
96.88,102.39
97.51,95.54
98.15,92.59
98.75,101.01
99.39,93.17
100.06,89.29
100.70,94.64
101.35,92.59
101.99,92.88
102.67,89.02
103.27,100.00
103.89,96.15
104.52,95.24
105.15,95.54
105.74,101.01
106.32,104.17
106.92,99.67
107.52,99.67
108.09,105.63
108.65,106.76
109.21,108.30
109.77,107.14
110.35,103.09
110.89,110.29
111.44,109.49
112.00,106.76
112.58,103.81
113.18,100.33
113.77,100.67
114.36,102.39
114.94,104.17
115.49,109.09
116.07,103.45
116.66,100.67
117.28,97.09
117.91,95.54
118.50,101.35
119.08,103.45
119.71,95.85
120.35,93.75
120.93,102.39
121.53,100.33
122.14,98.36
122.78,93.75
123.38,100.33
123.97,101.35
124.60,94.94
125.25,92.59
125.85,100.67
126.46,97.40
127.12,91.19
127.72,100.00
128.32,99.67
128.94,96.77
129.58,93.75
130.18,99.67
130.78,100.67
131.40,96.46
132.04,94.04
132.70,91.19
133.29,101.01
133.92,95.24
134.57,92.59
135.22,92.88
135.81,101.01
136.42,98.68
137.04,96.15
137.66,96.77
138.27,99.34
138.92,91.74
139.59,89.82
140.20,98.68
140.86,90.36
141.53,89.82
142.15,96.15
142.80,93.17
143.45,91.74
144.06,98.68
144.67,98.68
145.30,94.34
145.94,94.04
146.56,97.40
147.18,96.15
147.80,97.09
148.42,96.46
149.06,94.04
149.70,93.46
150.30,100.00
150.89,101.35
151.51,96.77
152.14,95.85
152.73,101.69
153.34,98.36
153.98,93.17
154.61,96.15
155.24,94.04
155.84,100.33
156.46,97.72
157.12,90.09
157.76,93.46
158.36,100.33
158.97,99.01
159.59,96.77
160.17,102.74
160.74,105.26
161.32,104.53
161.89,104.90
162.45,106.76
163.00,108.30
163.58,104.90
164.17,100.33
164.74,105.26
165.30,107.14
165.88,104.17
166.44,107.14
166.98,110.70
167.53,109.49
168.06,112.78
168.59,114.07
169.12,112.78
169.69,104.53
170.31,98.04
170.94,95.24
171.55,98.04
172.16,98.36
172.74,103.09
173.32,103.81
173.88,106.76
174.42,110.29
174.96,111.52
175.54,103.45
176.17,96.15
176.84,89.29
177.45,97.72
