tempo_s,bpm_ecg
1.29,98.36
1.88,100.33
2.48,100.33
3.09,99.34
3.69,99.67
4.29,99.67
4.88,101.35
5.46,103.09
6.06,100.67
6.66,100.67
7.28,95.85
7.91,95.54
8.58,89.82
9.27,86.71
9.95,88.24
11.38,42.02
12.09,84.75
12.81,82.42
13.50,86.96
14.20,85.96
14.87,89.29
15.51,94.94
16.20,85.96
16.85,92.59
17.47,96.46
18.10,96.15
18.71,98.68
19.32,98.36
20.58,47.62
21.86,46.58
22.53,90.63
23.21,87.72
23.90,86.46
25.33,42.19
26.74,42.43
27.44,85.96
27.71,223.88
28.78,55.87
29.67,67.26
30.12,134.53
30.79,89.55
31.45,90.36
32.12,89.29
32.80,89.02
33.48,88.24
34.16,87.46
34.86,86.46
35.54,87.72
36.19,93.17
36.91,82.87
37.59,87.98
38.26,89.82
38.93,89.55
39.60,89.02
40.28,88.50
40.97,87.72
41.65,87.46
42.33,89.02
43.01,87.72
43.69,87.72
44.36,89.82
45.04,87.98
45.72,89.02
46.03,194.81
46.40,162.16
46.65,240.00
47.08,139.53
47.74,90.36
49.08,44.78
49.61,112.36
50.43,73.89
51.10,89.02
51.77,90.09
52.43,90.09
53.08,92.59
53.73,91.74
55.03,46.37
55.67,93.17
56.32,92.02
56.99,89.82
57.65,90.63
58.32,90.63
58.96,93.17
59.60,93.46
60.25,92.31
60.88,95.24
61.53,93.17
62.17,93.75
62.80,94.04
63.45,92.59
64.79,44.91
65.56,77.52
66.16,99.67
66.85,87.72
67.54,86.71
68.23,86.46
69.05,73.17
69.60,109.09
70.29,87.98
70.71,140.19
70.94,260.87
71.61,89.55
72.94,45.25
73.59,92.31
74.22,95.54
74.83,97.40
75.46,95.85
76.09,95.54
76.73,93.75
77.39,90.63
78.69,46.01
80.02,45.32
80.68,90.63
81.35,89.82
82.00,91.74
82.60,100.67
83.33,82.42
83.99,90.91
84.67,88.24
85.35,87.21
86.94,37.74
87.45,119.05
87.80,171.43
88.14,177.51
88.83,86.21
89.28,132.74
90.22,63.97
90.90,88.24
91.58,88.76
92.26,88.50
92.78,114.07
93.59,74.44
94.12,111.94
94.91,76.14
95.58,90.09
96.10,114.94
96.91,74.07
97.29,158.73
98.23,63.56
98.90,89.82
99.57,89.82
100.21,92.88
100.87,91.46
101.54,89.29
102.20,90.63
102.88,89.02
103.55,88.76
104.22,90.63
104.89,88.76
105.57,87.98
106.24,89.55
106.93,87.72
108.30,43.60
108.65,173.41
108.99,176.47
109.51,115.38
110.36,70.92
111.05,86.46
111.72,89.02
112.40,88.24
113.09,87.98
113.76,89.29
114.44,88.50
115.12,87.98
115.79,88.76
116.49,85.96
117.18,87.21
117.89,84.75
118.60,84.03
119.30,86.46
120.01,83.57
120.71,86.21
121.40,86.71
122.09,87.72
122.76,88.50
123.43,90.09
124.10,89.29
124.75,92.02
125.04,212.77
126.07,58.25
127.38,45.59
128.72,44.84
129.23,118.11
130.06,72.46
130.75,86.96
131.41,90.63
132.08,88.76
132.76,88.50
133.44,88.24
134.10,91.46
134.77,89.55
136.08,45.59
137.41,45.25
138.07,90.63
138.76,87.72
139.45,86.21
140.13,87.98
140.82,86.96
141.52,86.21
142.21,86.71
142.88,89.82
143.54,91.46
144.86,45.18
145.54,89.29
146.19,91.74
146.85,90.36
147.53,88.76
148.19,90.91
148.88,87.21
149.57,86.96
150.94,43.73
152.31,43.86
152.99,87.72
153.67,88.24
154.33,90.63
154.76,142.18
155.01,238.10
155.69,87.98
157.04,44.44
157.50,131.58
157.73,254.24
158.41,88.76
159.08,89.02
159.77,87.21
160.43,90.63
161.12,87.21
161.79,89.02
162.48,86.96
163.16,88.24
163.85,86.96
164.55,86.71
165.24,86.96
165.91,89.29
166.59,88.50
167.12,111.52
167.93,74.07
168.60,90.09
169.27,89.02
169.94,90.36
170.61,89.55
171.29,87.98
171.67,157.07
171.96,211.27
172.61,91.74
173.27,90.36
173.94,89.55
174.25,193.55
174.59,176.47
175.24,93.17
175.89,91.74
176.40,118.11
177.19,76.34
177.84,91.46
178.49,92.31
179.82,45.32
180.47,91.46
181.12,92.02
181.77,93.17
182.42,92.59
183.07,91.74
183.73,91.46
184.38,91.74
184.72,177.51
185.71,60.61
186.38,89.29
187.07,87.46
187.73,89.82
188.40,89.82
189.07,89.55
190.39,45.45
190.71,189.87
190.94,263.16
191.71,77.52
192.37,90.63
193.04,90.09
193.70,90.09
194.39,87.98
195.07,87.46
196.44,43.92
197.12,87.98
197.58,131.58
198.46,67.72
199.11,92.02
199.74,95.24
200.37,95.54
200.99,96.77
201.60,98.04
202.22,96.77
202.84,97.40
203.47,95.54
204.11,93.46
204.79,88.76
205.48,86.71
206.16,87.46
206.85,87.72
207.51,90.36
208.18,90.09
208.84,91.19
209.48,93.46
210.13,92.59
210.76,94.64
211.38,96.15
212.02,94.64
212.64,96.46
213.27,94.64
213.91,94.64
214.53,95.85
215.17,94.64
215.81,93.46
216.48,89.55
217.15,89.82
217.83,87.72
218.51,89.02
219.18,88.76
219.85,90.36
220.51,89.82
221.18,89.82
221.84,90.91
222.51,89.82
223.17,90.36
223.84,89.55
224.52,89.29
225.18,89.82
225.85,90.09
226.49,93.75
227.14,92.59
228.43,46.58
229.08,92.02
229.72,92.88
230.37,92.59
231.02,92.59
231.66,93.46
232.33,90.09
232.99,90.91
233.65,90.63
234.29,93.46
234.95,91.19
235.60,92.02
236.26,91.74
236.90,93.75
237.53,94.64
238.15,96.77
238.77,97.40
239.37,99.01
239.98,99.34
240.57,100.33
241.15,103.45
241.74,103.09
242.32,102.04
242.93,98.36
243.58,92.31
244.24,91.46
244.91,89.82
245.58,89.29
246.25,89.55
246.92,89.82
247.58,91.19
248.22,93.17
248.86,94.34
249.48,96.15
250.09,98.68
250.69,99.34
251.31,97.40
251.94,94.64
252.57,95.24
253.23,90.63
253.91,89.29
254.56,92.31
255.23,89.02
255.91,87.72
256.58,89.82
257.23,93.17
257.89,90.91
258.54,92.31
259.19,91.19
259.84,92.88
260.48,93.75
261.11,94.64
261.76,92.88
262.41,92.02
263.07,90.91
263.74,89.29
264.41,89.82
265.10,87.21
265.78,87.72
266.45,90.63
267.09,93.75
268.36,47.24
268.99,94.04
269.64,92.88
270.31,90.09
270.97,90.36
271.64,89.29
272.45,74.44
273.02,104.53
274.40,43.67
275.10,85.71
275.78,87.46
276.48,85.71
277.19,85.23
277.91,83.10
278.62,84.27
279.35,82.19
280.06,84.51
280.48,142.86
280.77,208.33
281.47,85.47
282.85,43.48
283.55,85.96
284.25,84.99
284.95,85.71
285.67,84.27
286.38,84.27
287.08,85.23
287.79,84.27
288.50,84.51
289.20,85.96
289.92,83.57
290.62,85.71
291.32,85.47
292.02,85.71
292.72,86.46
293.40,87.21
294.10,86.21
294.79,87.21
295.46,89.82
296.14,87.46
296.82,88.24
297.51,87.72
298.18,88.76
298.86,88.76
299.53,89.02
300.21,89.02
300.86,91.74
301.51,91.74
302.16,92.88
302.80,94.04
303.43,94.34
304.06,96.46
304.68,95.54
305.31,95.85
305.94,95.85
306.57,95.24
307.20,95.24
307.84,92.88
308.53,87.72
309.21,87.21
309.89,89.29
310.56,89.29
311.22,90.63
311.88,91.46
312.51,94.34
313.16,93.17
313.47,188.68
313.78,194.81
314.40,97.40
315.00,99.01
315.60,100.00
316.20,101.35
316.79,100.67
317.39,100.67
317.99,100.33
318.58,100.67
319.19,98.36
319.81,97.72
320.44,94.64
321.06,96.77
321.71,92.88
322.33,96.15
322.98,92.59
323.63,92.59
324.29,89.82
324.97,88.76
325.62,92.59
326.28,91.19
326.93,91.46
327.57,93.46
328.22,93.46
328.87,92.02
329.53,90.09
330.23,86.21
330.75,116.28
331.57,73.17
332.25,87.72
332.93,87.72
333.63,86.46
334.33,85.71
335.04,84.75
335.76,83.33
336.48,82.42
337.20,83.57
337.91,84.75
338.60,86.46
339.29,86.96
339.98,87.46
340.68,85.96
341.39,84.27
342.10,84.03
342.82,83.57
343.54,83.10
344.28,81.08
345.02,81.08
345.75,83.10
346.46,84.51
347.13,88.50
347.78,92.59
348.43,92.59
349.06,95.85
349.69,94.04
350.33,94.94
350.97,92.59
351.63,91.19
352.28,92.59
352.91,95.24
353.63,83.80
354.97,44.71
355.66,87.21
356.33,88.50
357.02,87.72
357.71,86.21
358.39,89.29
359.07,87.98
359.75,87.72
360.43,89.02
361.10,89.29
361.79,87.21
363.15,43.86
363.84,86.96
364.53,87.98
365.21,87.72
365.87,90.63
366.54,90.09
367.20,90.09
367.86,91.19
368.51,92.02
369.17,91.46
369.84,90.09
370.51,88.76
371.19,89.02
371.87,87.72
372.57,85.47
373.26,87.46
374.60,44.84
375.89,46.30
376.54,92.59
377.20,91.46
377.84,92.59
378.50,91.19
379.17,89.82
379.83,90.36
380.50,89.82
381.15,93.17
381.79,92.59
382.46,90.63
383.11,91.74
383.77,90.91
384.42,92.31
385.06,93.17
385.70,94.04
386.32,97.09
386.95,95.24
387.59,94.04
388.24,91.46
388.91,90.63
389.57,90.36
390.22,91.74
390.88,90.91
391.56,89.29
392.23,89.29
392.92,87.21
393.61,85.96
394.30,86.96
395.00,86.71
395.68,87.46
396.35,89.82
397.01,90.63
397.67,91.74
398.32,91.46
398.97,92.02
