tempo_s,bpm_ecg
1.33,89.29
2.00,90.09
2.66,90.91
3.31,92.02
3.92,98.04
4.50,103.81
5.12,97.40
5.77,92.02
6.45,88.50
7.06,97.72
7.74,88.24
8.46,83.57
9.15,86.71
9.83,88.76
10.52,86.46
11.21,86.46
11.87,92.02
12.52,92.31
13.16,92.59
13.78,97.09
14.42,93.75
15.06,94.04
15.68,96.15
16.32,94.04
16.95,96.15
17.57,96.77
18.19,95.85
18.85,90.91
19.51,91.74
20.18,89.55
20.86,87.21
21.52,91.46
22.18,91.46
22.81,94.04
23.46,93.17
24.08,97.09
24.67,101.69
25.26,100.33
25.85,102.39
26.44,101.01
27.06,97.40
27.69,95.24
28.32,94.94
28.94,97.09
29.54,99.34
30.14,100.00
30.73,102.39
31.30,104.53
31.86,107.14
32.41,109.49
32.95,111.94
33.49,111.52
34.01,114.07
34.54,114.50
35.06,114.50
35.57,116.73
36.09,115.83
36.61,116.73
37.13,114.94
37.65,114.94
38.18,113.64
38.72,111.11
39.27,109.09
39.82,108.30
40.39,106.01
40.95,107.53
41.52,105.26
42.08,105.63
42.66,104.53
43.23,104.90
43.81,103.81
44.45,93.75
45.11,90.09
45.74,96.46
46.31,104.90
46.90,100.67
47.49,102.04
48.09,100.67
48.70,98.36
49.32,97.09
49.91,100.33
50.50,102.74
51.07,104.90
51.63,107.14
52.17,110.70
52.71,111.94
53.24,112.78
53.77,113.64
54.32,108.70
54.91,102.39
55.61,85.71
56.30,86.21
57.02,83.33
57.80,77.12
58.58,76.92
59.32,80.65
60.08,79.58
60.81,81.52
61.50,87.21
62.21,85.23
62.91,85.71
63.61,85.23
64.27,90.91
64.96,87.46
65.64,87.21
66.33,87.46
66.99,90.36
67.66,89.55
68.35,87.21
69.03,88.76
69.70,89.55
70.36,90.36
71.02,91.19
71.64,96.15
72.27,95.24
72.90,95.24
73.52,97.40
74.15,95.85
74.80,91.19
75.48,88.76
76.12,93.75
76.78,90.63
77.45,89.82
78.10,92.31
78.73,94.94
79.34,98.04
79.94,100.00
80.53,101.69
81.14,99.01
81.74,99.67
82.37,94.94
83.04,90.36
83.70,90.36
84.32,96.77
84.97,92.02
85.62,92.59
86.27,92.88
86.91,93.46
87.50,101.01
88.12,97.09
88.74,97.72
89.36,96.46
89.96,99.01
90.57,98.68
91.19,96.46
91.82,96.46
92.46,93.46
93.09,95.24
93.71,96.46
94.32,98.04
94.94,97.40
95.54,99.01
96.15,99.01
96.77,97.40
97.38,97.72
97.98,99.67
98.60,97.09
99.23,95.85
99.88,92.31
100.51,94.04
101.12,98.68
101.74,97.40
102.31,104.17
102.89,104.90
103.44,107.53
104.00,107.91
104.55,108.70
105.12,105.26
105.69,105.63
106.26,104.53
106.85,103.09
107.42,103.81
108.00,103.45
108.60,101.01
109.18,103.09
109.76,103.81
110.35,102.04
110.93,102.39
111.49,108.30
112.06,104.53
112.64,103.81
113.23,101.01
113.81,104.53
114.39,103.45
114.99,99.67
115.61,97.09
116.19,102.04
116.81,97.72
117.40,101.01
117.98,104.53
118.57,100.67
119.16,102.39
119.72,107.14
120.29,105.26
120.87,103.09
121.46,102.04
122.03,105.26
122.60,105.63
123.16,107.14
123.71,107.53
124.27,107.14
124.83,107.53
125.40,106.38
125.98,102.04
126.65,90.09
127.27,96.46
127.93,91.19
128.63,85.96
129.30,88.76
129.94,94.64
130.62,87.46
131.31,87.21
131.94,95.54
132.59,92.59
133.22,95.54
133.86,93.75
134.49,95.24
135.12,94.64
135.68,106.38
136.27,102.39
136.84,105.63
137.42,103.81
137.99,104.90
138.58,101.69
139.17,102.04
139.75,102.39
140.32,106.38
140.87,107.53
141.42,109.89
141.95,113.21
142.49,111.94
143.02,112.78
143.55,113.64
144.08,112.36
144.64,106.76
145.25,98.04
145.86,99.01
146.54,88.24
147.25,84.99
147.94,86.71
148.61,89.02
149.32,84.51
150.02,85.47
150.69,89.82
151.38,86.71
152.08,86.71
152.76,87.72
153.42,90.63
154.08,90.63
154.73,92.59
155.43,85.96
156.15,83.80
156.85,85.71
157.55,85.23
158.28,81.97
159.06,76.73
159.81,80.21
160.55,81.30
161.27,83.33
161.94,89.29
162.58,93.46
163.21,96.46
163.81,100.00
164.40,101.35
164.99,101.69
165.59,99.34
166.19,99.67
166.83,94.64
167.50,89.55
168.11,97.72
168.72,98.04
169.35,96.46
169.97,95.54
170.59,97.72
171.22,95.54
171.81,101.35
172.39,103.81
172.96,105.26
173.53,105.26
174.09,106.76
174.65,106.76
175.20,108.30
175.77,106.01
176.38,98.36
177.04,91.19
177.72,87.98
178.43,84.03
179.10,89.55
179.75,93.46
180.41,90.09
181.09,89.02
181.77,87.21
182.46,87.72
183.12,90.09
183.78,91.74
184.41,94.94
185.04,95.85
185.63,101.01
186.23,99.67
186.86,95.85
187.48,95.85
188.08,100.67
188.68,100.00
189.28,99.67
189.88,99.67
190.50,96.77
191.12,98.04
191.73,98.36
