tempo_s,bpm_ecg
1.42,95.24
2.06,94.64
2.69,94.34
3.32,95.24
3.98,91.74
4.63,91.74
5.27,93.46
5.94,90.36
6.60,90.91
7.25,92.02
7.91,91.19
8.58,89.82
9.21,94.94
9.86,92.02
10.52,90.63
11.18,91.74
11.84,89.82
12.51,89.82
13.18,90.09
13.85,89.55
14.52,89.02
15.18,90.91
15.86,88.24
16.53,89.29
17.21,89.29
17.87,89.82
18.52,92.88
19.20,88.24
19.87,89.82
20.55,87.72
21.23,88.24
21.92,87.21
22.63,84.75
23.35,83.10
24.06,84.03
24.80,81.97
25.51,84.03
26.23,83.10
26.93,85.96
27.61,87.72
28.29,88.76
28.95,90.63
29.61,91.46
30.28,89.55
30.95,89.55
31.61,90.63
32.29,88.76
32.98,86.96
33.50,114.50
34.35,70.42
35.02,89.29
36.38,44.38
37.05,88.76
37.73,89.02
38.21,123.97
38.41,300.00
39.09,88.76
39.75,90.91
40.41,90.36
41.06,91.74
41.73,90.63
42.39,89.82
43.73,45.05
44.39,90.91
45.05,90.36
45.70,92.02
46.35,92.02
47.00,93.46
47.63,94.34
48.28,93.17
48.93,91.74
49.60,89.29
50.28,88.76
50.96,87.46
51.66,86.71
52.36,85.23
53.08,83.80
53.79,83.57
54.49,85.96
55.20,84.75
55.91,84.75
56.61,85.96
57.32,83.57
58.01,87.46
58.70,86.71
59.54,71.94
60.08,110.29
60.77,86.96
61.47,85.96
62.90,41.96
63.63,82.42
64.34,84.03
65.06,83.10
65.79,82.64
66.50,84.03
67.21,84.51
67.91,85.71
68.60,87.72
69.28,87.98
69.93,92.02
70.57,93.17
71.22,92.59
71.88,91.46
72.54,90.63
73.20,90.36
73.88,88.24
74.57,86.96
75.27,86.21
75.96,87.21
76.65,86.46
77.35,86.46
78.04,86.71
78.72,88.24
79.39,88.76
80.08,87.72
80.74,90.63
81.41,89.29
82.09,89.02
82.75,89.82
83.44,87.72
84.13,86.96
84.83,85.71
85.53,84.99
86.22,87.46
86.91,87.46
87.59,87.72
88.26,90.09
88.93,89.55
89.60,89.02
90.26,91.19
90.90,93.46
91.56,90.91
92.22,90.91
92.88,91.46
93.53,91.46
94.21,87.98
94.89,88.50
95.58,87.46
96.29,84.03
96.99,86.21
97.70,84.51
98.39,86.71
99.08,86.71
99.77,87.72
100.46,86.96
101.16,85.71
101.84,87.46
102.54,85.71
103.24,85.96
103.94,85.23
104.66,83.80
105.37,84.27
106.09,83.33
106.80,84.99
107.20,147.78
107.51,196.08
108.21,85.71
108.89,88.76
109.56,88.50
110.24,88.24
110.92,89.02
111.60,88.50
112.29,86.71
112.96,88.76
113.64,89.29
114.31,89.29
114.98,89.55
115.64,90.36
116.32,88.76
116.99,89.02
117.67,89.02
118.34,89.02
119.03,87.46
119.71,88.24
121.06,44.31
121.73,89.02
122.41,88.50
123.09,88.50
123.77,87.72
124.45,88.76
125.11,90.36
125.75,93.75
126.39,94.94
127.65,47.39
128.29,93.46
128.94,92.31
129.59,92.31
130.25,91.19
130.91,90.63
131.59,89.29
132.26,89.02
132.94,88.24
133.61,89.55
134.30,87.46
134.98,87.72
135.65,89.02
136.33,88.24
137.02,86.96
137.70,88.76
138.38,87.98
139.07,87.72
139.75,88.24
140.43,87.72
141.13,86.21
141.81,87.72
142.50,86.96
143.18,88.50
143.86,87.72
144.56,86.46
145.26,84.99
145.97,84.27
146.70,82.19
147.42,83.57
148.14,83.10
148.87,83.10
149.57,85.47
150.27,85.96
151.66,43.17
152.35,85.96
153.07,84.03
153.78,84.03
154.49,84.75
155.21,83.57
155.60,154.64
155.93,181.82
156.65,83.10
157.13,124.48
157.38,240.00
