tempo_s,bpm_ecg
1.05,96.15
1.68,94.64
2.31,96.15
2.93,96.15
3.57,93.46
4.21,93.46
4.86,93.46
5.49,94.64
6.11,96.46
6.74,94.94
7.36,97.09
7.97,98.36
8.58,98.36
9.19,99.01
9.81,96.15
10.44,94.94
11.09,93.46
11.70,97.40
12.30,100.67
12.90,100.33
13.50,100.00
14.11,97.09
14.74,95.54
15.39,93.17
16.05,90.36
16.73,88.50
17.39,90.36
18.03,94.04
18.67,94.04
19.33,90.91
19.99,90.91
20.64,91.46
21.27,96.15
21.88,97.72
22.50,97.72
23.11,97.40
23.72,98.04
24.35,96.46
24.97,96.15
25.61,93.46
26.26,92.88
26.89,94.64
27.54,93.17
28.19,91.74
28.86,89.82
29.53,89.82
30.17,93.17
30.81,93.17
31.46,92.59
32.11,92.02
32.76,93.17
33.41,91.46
34.06,92.88
34.71,92.88
35.34,94.94
35.96,96.15
36.60,94.34
37.27,89.82
37.95,87.46
38.64,87.21
39.31,90.09
39.99,87.21
40.67,88.50
41.37,86.46
42.04,89.02
42.70,91.46
43.35,91.74
44.02,89.82
44.68,91.19
45.32,92.59
45.97,93.46
46.61,92.88
47.26,92.59
47.89,94.64
48.53,94.04
49.17,93.46
49.83,90.91
50.52,87.98
51.22,85.71
51.91,86.96
52.57,90.63
53.21,94.04
53.84,95.24
54.47,95.24
55.09,96.77
55.69,98.68
56.30,99.01
56.92,96.77
57.56,93.46
58.23,89.29
58.92,87.21
59.61,86.71
60.31,85.71
61.01,85.71
61.68,89.55
62.32,94.34
62.94,96.46
63.56,97.72
64.17,98.04
64.78,98.36
65.40,95.85
66.04,94.64
66.68,93.17
67.32,94.64
67.97,92.02
68.62,92.02
69.28,90.36
69.95,89.55
70.62,90.63
71.26,93.46
71.87,98.68
72.47,99.67
73.06,101.01
73.68,96.46
74.32,93.75
74.99,90.63
75.63,92.88
76.28,92.31
76.97,86.96
77.68,84.51
78.40,84.03
79.09,85.96
79.75,90.91
80.41,91.74
81.06,91.46
81.73,89.55
82.40,90.36
83.03,94.34
83.68,93.46
84.32,92.59
84.98,91.46
85.64,91.19
86.29,92.31
86.96,89.82
87.65,86.96
88.34,86.46
89.04,85.96
89.72,87.72
90.40,89.02
91.08,87.21
91.77,87.72
92.47,85.47
93.17,85.71
93.85,88.24
94.55,85.47
95.26,84.99
95.98,83.57
96.69,84.27
97.38,86.96
98.07,86.21
98.77,86.71
99.46,86.96
100.11,91.19
100.78,90.36
101.44,90.36
102.11,89.82
102.78,89.82
103.43,92.59
104.08,92.31
104.74,90.91
105.40,90.09
106.04,93.75
106.69,92.31
107.34,93.17
107.97,95.24
108.58,97.09
109.19,98.68
109.81,97.40
110.42,97.40
111.05,95.54
111.68,95.24
112.32,94.64
112.96,93.17
113.61,92.88
114.24,94.04
114.89,92.59
115.53,93.75
116.17,94.04
116.80,94.94
117.42,96.46
118.02,100.33
118.61,102.04
119.19,102.74
119.79,100.33
120.40,98.68
121.02,96.46
121.66,94.34
122.29,94.64
122.94,92.59
123.59,92.88
124.23,93.46
124.87,93.17
125.52,92.59
126.17,91.74
126.81,93.75
127.43,97.72
128.03,99.34
128.63,101.01
129.22,101.35
129.81,100.67
130.40,102.04
131.00,101.01
131.60,99.34
132.23,95.24
132.88,91.74
133.53,92.88
134.18,92.59
134.83,91.74
135.50,90.36
136.15,91.46
136.80,92.59
137.45,92.88
138.09,92.88
138.72,95.54
139.33,98.68
139.94,98.68
140.54,99.01
141.15,98.36
141.78,95.85
142.41,94.34
143.06,93.46
143.70,93.75
144.33,94.04
144.98,93.46
145.62,92.59
146.28,91.46
146.94,91.19
147.59,92.59
148.22,94.04
148.86,94.04
149.46,100.33
150.05,102.04
150.64,101.69
151.25,97.40
151.92,90.63
152.59,89.02
153.22,94.64
153.85,95.85
154.50,92.59
155.17,89.29
155.85,88.24
156.54,87.21
157.22,88.24
157.90,87.72
158.56,90.63
159.19,96.46
159.81,96.15
160.44,95.54
161.08,94.04
161.69,98.04
162.31,97.09
162.95,92.88
163.61,91.74
164.29,87.21
165.00,85.23
165.66,90.36
166.33,90.36
166.98,91.74
167.61,95.85
168.21,99.34
168.79,102.74
169.36,106.01
169.92,107.53
170.49,105.26
171.07,102.74
171.71,94.64
172.38,89.02
173.07,86.46
173.73,91.19
174.38,92.31
175.04,91.19
175.71,89.02
176.40,86.96
177.09,86.96
177.78,87.46
178.44,91.19
179.08,93.46
179.72,93.46
180.36,93.46
181.01,92.88
181.66,92.88
182.30,93.46
182.94,93.46
183.59,92.02
184.22,95.85
184.83,98.36
185.43,99.01
186.08,92.31
186.76,88.50
187.46,86.46
188.16,85.47
188.86,85.71
189.52,91.19
190.17,91.74
190.81,93.17
191.45,94.64
192.08,95.54
192.71,94.94
193.35,94.04
193.99,92.59
194.63,94.34
195.25,97.40
195.87,96.77
196.51,92.59
197.20,87.46
197.89,86.71
198.54,92.31
199.19,92.02
199.86,89.55
200.54,88.76
201.19,91.74
201.82,96.15
202.44,97.09
203.05,98.36
203.64,101.35
204.23,101.35
204.82,102.04
205.41,101.35
206.02,99.01
206.62,99.01
207.22,100.33
207.82,100.33
208.43,97.40
209.08,92.88
209.75,90.09
210.40,92.02
211.04,94.04
211.69,92.31
212.37,87.21
213.08,85.47
213.75,88.50
214.40,92.59
215.05,92.88
215.71,90.91
216.37,90.09
217.02,92.88
217.68,90.91
218.35,89.55
219.03,88.24
219.71,87.72
220.39,88.24
221.05,91.74
221.68,94.34
222.30,97.72
222.91,98.68
223.52,97.40
224.14,96.46
224.77,95.85
225.39,97.09
226.02,94.64
226.70,88.50
227.41,84.03
228.12,85.23
228.83,84.27
229.54,84.51
230.26,83.33
230.96,86.21
231.62,90.09
232.25,94.94
232.87,96.77
233.50,96.46
234.12,96.77
234.75,94.04
235.42,90.63
236.07,91.74
236.72,92.88
237.38,89.82
238.07,87.72
238.79,83.10
239.48,86.71
240.19,84.75
240.88,86.46
241.58,86.46
242.27,86.71
242.93,90.63
243.58,93.17
244.19,97.72
244.79,99.67
245.39,100.00
246.00,99.34
246.63,94.04
247.31,88.24
247.99,88.24
248.70,85.23
249.39,86.96
250.04,92.02
250.68,94.04
251.32,93.75
251.97,92.31
252.61,93.17
253.26,92.02
253.90,94.04
254.52,97.72
255.13,97.72
255.73,100.00
256.34,98.68
256.98,94.04
257.65,89.55
258.27,95.85
258.91,94.64
259.57,89.82
260.27,85.96
260.99,83.80
261.72,81.74
262.47,80.43
263.20,81.52
263.93,82.42
264.65,83.80
265.35,85.47
266.01,90.63
266.64,95.24
267.26,96.77
267.85,101.35
268.44,102.74
269.02,102.74
269.62,100.33
270.22,100.33
270.83,98.04
271.48,92.31
272.18,85.23
272.92,81.74
273.63,84.75
274.33,84.75
275.00,90.09
275.66,90.63
276.33,89.29
277.01,88.24
277.70,86.96
278.37,90.09
279.02,92.88
279.63,97.09
280.26,95.54
280.88,96.46
281.54,91.19
282.22,87.98
282.90,88.50
283.55,92.88
284.20,92.02
284.88,87.72
285.60,83.33
286.30,85.96
286.99,87.21
287.69,85.47
288.40,84.99
289.10,85.23
289.80,85.47
290.47,89.55
291.11,94.34
291.73,96.15
292.37,93.75
293.02,92.31
293.71,87.21
294.43,84.03
295.15,83.10
295.87,82.87
296.56,86.96
297.24,89.02
297.90,89.82
298.58,88.50
299.26,89.02
299.91,91.74
300.56,92.59
301.19,94.34
301.84,93.46
302.50,90.63
303.14,93.17
303.81,90.09
304.47,91.19
305.13,90.91
305.75,95.85
306.36,98.36
306.96,100.00
307.56,100.33
308.17,98.36
308.79,96.15
309.42,95.85
310.05,95.54
310.67,96.46
311.29,97.09
311.90,98.04
312.52,97.09
313.14,97.09
313.76,95.54
314.40,94.94
315.04,92.88
315.66,96.77
316.29,94.94
316.94,92.59
317.60,90.63
318.26,92.02
318.90,93.46
319.54,93.17
320.18,93.46
320.83,93.46
321.45,96.77
322.06,98.36
322.66,99.01
323.28,97.09
323.91,94.64
324.56,92.59
325.21,92.88
325.86,92.02
326.52,90.63
327.19,90.09
327.83,93.17
328.47,93.75
329.11,93.46
329.76,93.17
330.38,96.15
330.99,98.68
331.60,98.68
332.21,98.04
332.83,97.09
333.44,97.72
334.07,95.54
334.72,92.59
335.37,92.59
335.99,95.85
336.62,94.94
337.26,93.75
337.92,91.19
338.58,91.19
339.23,92.59
339.87,93.75
340.50,94.64
341.13,95.85
341.74,98.36
342.33,101.01
342.92,102.39
343.51,101.01
344.10,101.35
344.69,102.74
345.30,98.36
345.94,94.04
346.56,96.15
347.20,93.17
347.86,91.74
348.51,91.46
349.20,87.98
349.87,88.76
350.53,91.46
351.16,95.54
351.78,96.77
352.40,96.46
353.02,96.77
353.63,98.36
354.24,98.04
354.86,96.46
355.51,92.02
356.17,91.74
356.82,92.02
357.48,90.91
358.16,88.76
