tempo_s,bpm_ecg
1.06,98.68
1.68,97.72
2.31,95.24
2.94,94.94
3.58,93.17
4.23,92.88
4.87,93.75
5.49,96.15
6.11,97.72
6.71,98.68
7.33,98.04
7.93,99.01
8.55,97.40
9.16,98.68
9.75,101.35
10.34,101.69
10.94,100.33
11.53,100.33
12.14,99.34
12.73,100.67
13.34,98.36
13.93,101.69
14.51,104.53
15.08,104.17
15.67,102.39
16.29,96.46
16.93,93.46
17.57,94.34
18.18,98.36
18.78,100.00
19.40,96.46
20.02,97.40
20.61,102.04
21.19,103.45
21.77,102.74
22.37,99.34
22.96,101.69
23.55,101.69
24.15,100.33
24.78,95.54
25.41,95.54
26.02,97.40
26.63,99.01
27.22,101.35
27.80,103.81
28.38,103.09
28.96,103.45
29.56,100.33
30.17,99.01
30.78,98.36
31.40,96.77
32.03,94.04
32.67,93.75
33.30,95.24
33.93,96.46
34.57,92.88
35.21,94.64
35.84,94.04
36.49,93.46
37.12,94.04
37.77,92.88
38.41,94.04
39.03,96.15
39.65,96.46
40.29,94.04
40.96,90.36
41.60,93.17
42.24,94.04
42.89,91.74
43.56,90.36
44.23,88.76
44.89,91.19
45.53,93.46
46.16,95.85
46.81,92.31
47.49,88.50
48.14,92.02
48.78,94.04
49.43,91.46
50.07,94.34
50.71,94.04
51.36,92.31
52.05,86.96
52.73,88.24
53.44,84.27
54.09,92.31
54.73,94.04
55.35,96.77
55.98,94.94
56.62,92.88
57.27,92.31
57.92,93.46
58.54,95.54
59.17,95.85
59.78,98.04
60.41,95.85
61.05,92.88
61.69,94.34
62.36,89.82
63.09,82.19
63.78,86.71
64.45,89.55
65.13,88.24
65.82,86.71
66.51,87.72
67.17,90.63
67.80,94.34
68.42,97.40
69.02,100.33
69.60,102.74
70.20,100.67
70.80,99.01
71.40,101.35
71.99,100.67
72.63,93.75
73.27,93.46
73.92,92.59
74.59,89.55
75.30,84.99
75.96,90.91
76.60,94.04
77.23,95.24
77.85,95.85
78.48,95.24
79.10,96.46
79.72,98.04
80.31,101.69
80.90,101.01
81.49,101.01
82.10,98.36
82.72,96.77
83.37,92.59
84.03,91.74
84.67,92.88
85.34,90.09
85.99,92.31
86.64,92.59
87.28,92.59
87.94,91.46
88.58,93.46
89.24,90.63
89.92,89.29
90.57,92.31
91.25,88.24
91.93,87.72
92.59,90.36
93.28,87.72
94.02,80.65
94.74,84.03
95.43,86.21
96.16,82.42
96.92,78.74
97.63,84.27
98.35,84.27
99.05,84.75
99.75,85.71
100.43,88.24
101.13,85.71
101.84,85.47
102.52,87.46
103.23,85.23
103.93,84.99
104.62,86.71
105.31,87.72
105.99,88.24
106.66,89.29
107.35,86.96
108.01,90.36
108.68,90.63
109.36,87.21
110.05,87.72
110.71,91.19
111.39,87.98
112.08,86.96
112.77,87.21
113.46,86.96
114.14,87.98
114.79,91.46
115.46,89.55
116.13,90.36
116.84,84.27
117.50,90.63
118.18,88.50
118.87,86.71
119.59,83.80
120.31,83.33
120.99,88.24
121.64,91.74
122.29,92.88
122.90,98.68
123.49,100.33
124.11,97.09
124.74,95.85
125.38,93.17
126.04,90.63
126.71,90.36
127.35,93.75
128.01,90.63
128.68,89.55
129.32,93.17
129.96,94.34
130.66,85.96
131.31,91.46
131.98,90.09
132.66,87.72
133.37,84.75
134.08,84.27
134.78,86.71
135.47,85.96
136.12,92.59
136.75,94.94
137.40,92.59
138.09,87.72
138.77,87.21
139.52,80.86
140.25,81.52
140.93,88.76
141.56,94.64
142.24,88.50
142.94,86.21
143.65,84.51
144.33,87.98
144.98,92.31
145.62,93.46
146.26,94.04
146.88,96.15
147.50,96.46
148.18,89.29
148.89,84.03
149.59,85.23
150.28,87.98
151.02,81.08
151.73,83.80
152.44,84.99
153.17,81.74
153.86,87.72
154.50,92.59
155.16,91.74
155.82,90.09
156.47,92.59
157.11,93.46
157.77,91.46
158.42,92.59
159.06,94.04
159.69,94.34
160.32,96.15
160.92,99.34
161.54,96.77
162.18,94.34
162.81,94.64
163.49,87.72
164.18,86.96
164.85,90.09
165.51,90.63
166.17,90.91
166.80,94.94
167.45,92.59
168.12,90.09
168.77,92.31
169.41,93.46
170.05,93.17
170.70,92.88
171.37,90.09
172.08,83.80
172.81,82.87
173.51,85.47
174.23,83.10
175.01,76.53
175.79,77.32
176.56,77.72
177.31,80.21
178.00,86.71
178.70,86.46
179.40,85.47
180.08,88.50
180.75,89.29
