tempo_s,bpm_ecg
1.27,106.38
1.80,113.21
2.38,104.90
2.94,107.14
3.49,107.91
4.05,107.14
4.61,107.14
5.19,104.53
5.78,100.67
6.36,103.09
6.95,101.69
7.56,99.67
8.16,99.34
8.75,101.01
9.35,100.00
9.97,96.77
10.58,98.68
11.19,99.34
11.80,97.40
12.40,99.67
13.00,100.00
13.61,99.34
14.21,99.67
14.79,103.09
15.37,104.17
15.95,103.45
16.52,104.17
17.10,104.17
17.68,103.45
18.27,101.69
18.87,99.34
19.47,100.33
20.07,100.00
20.68,98.04
21.29,98.36
21.90,99.01
22.50,99.34
23.10,100.67
23.69,102.39
24.26,104.53
24.84,103.09
25.42,104.17
25.99,104.90
26.56,105.63
27.13,104.53
27.71,103.81
28.28,104.53
28.86,104.17
29.43,105.26
30.00,105.26
30.58,103.45
31.16,103.09
31.74,104.17
32.31,104.90
32.89,103.81
33.46,104.53
34.03,106.01
34.59,107.14
35.15,107.14
35.71,107.53
36.26,107.91
36.82,108.30
37.38,106.76
37.94,107.53
38.50,106.38
39.07,105.63
39.64,104.17
40.22,103.45
40.80,104.90
41.37,104.90
41.93,106.01
42.50,106.01
43.07,105.63
43.64,105.26
44.20,106.76
44.77,105.63
45.34,105.26
45.90,106.01
46.46,107.14
47.03,106.76
47.60,105.26
48.17,104.17
48.75,104.53
49.33,102.04
49.94,99.01
50.56,97.40
51.16,99.67
51.77,97.72
52.40,95.54
53.02,96.77
53.64,97.40
54.26,95.85
54.90,94.64
55.50,98.68
56.12,97.40
56.74,97.40
57.34,99.67
57.93,101.69
58.53,100.00
59.13,100.00
59.72,101.35
60.31,101.35
60.92,99.34
61.53,98.04
62.14,98.68
62.75,98.36
63.36,97.40
63.97,98.36
64.57,100.33
65.17,99.67
65.77,100.67
66.36,101.35
66.95,101.01
67.54,101.69
68.13,101.69
68.72,102.39
69.31,101.69
69.90,101.69
70.50,100.33
71.10,100.33
71.69,100.33
72.29,100.33
72.87,103.81
73.45,102.74
74.03,104.17
74.60,105.26
75.17,105.26
75.73,107.14
76.27,111.52
76.85,103.45
77.41,106.76
77.97,106.38
78.55,103.45
79.14,103.09
79.72,102.04
80.32,100.33
80.91,102.04
