tempo_s,bpm_ecg
1.18,86.46
1.84,89.82
2.48,93.75
3.12,93.75
3.77,92.88
4.42,92.88
5.04,96.15
5.68,94.34
6.32,93.75
6.96,92.59
7.58,97.40
8.20,97.09
8.82,96.46
9.45,94.64
10.07,97.40
10.70,95.85
11.33,94.64
11.97,93.75
12.62,91.74
13.28,91.19
13.89,99.01
14.50,98.04
15.12,97.09
15.74,95.85
16.39,93.46
17.02,94.94
17.63,97.72
18.25,97.72
18.86,97.40
19.47,98.68
20.06,101.35
20.66,101.01
21.26,99.34
21.87,99.01
22.48,98.36
23.07,100.67
23.68,98.36
24.32,94.64
24.97,91.46
25.60,96.15
26.22,96.15
26.85,94.94
27.49,93.75
28.12,95.85
28.73,98.68
29.34,97.72
29.95,98.36
30.55,99.34
31.15,101.01
31.75,99.67
32.35,100.00
32.95,100.00
33.54,101.69
34.14,100.67
34.74,98.68
35.37,96.15
35.99,97.09
36.61,96.15
37.22,98.36
37.81,101.01
38.41,101.01
39.00,102.04
39.59,101.69
40.18,100.67
40.77,102.04
41.35,103.45
41.92,105.26
42.47,108.30
43.02,109.09
43.58,108.30
44.14,106.38
44.70,106.76
45.27,105.63
45.85,103.45
46.43,104.53
47.00,104.53
47.59,102.39
48.19,100.00
48.78,100.33
49.39,98.68
49.98,101.69
50.58,101.01
51.17,101.69
51.74,104.53
52.32,104.17
52.89,104.17
53.46,105.63
54.02,107.53
54.58,106.38
55.15,106.01
55.72,105.26
56.29,105.26
56.87,102.39
57.48,98.68
58.10,97.40
58.74,94.04
59.38,93.46
60.01,94.64
60.63,96.46
61.24,99.01
61.84,100.33
62.43,102.04
63.01,102.04
63.61,100.00
64.21,100.00
64.81,100.00
65.40,102.74
65.96,106.38
66.52,107.14
67.09,106.38
67.66,105.26
68.21,108.70
68.76,108.70
69.31,108.30
69.88,106.01
70.46,103.81
71.06,100.00
71.69,95.24
72.34,92.02
72.99,92.59
73.62,95.54
74.22,100.00
74.79,103.81
75.36,106.01
75.92,107.14
76.48,107.14
77.05,105.26
77.63,104.17
