tempo_s,bpm_ecg
1.41,84.75
2.11,84.75
2.76,93.17
3.43,88.76
4.07,94.04
4.74,90.36
5.41,89.55
6.11,84.99
6.84,82.19
7.55,84.51
8.22,90.09
8.90,88.50
9.58,88.24
10.23,91.46
10.89,91.74
11.51,95.54
12.16,92.88
12.84,88.24
13.55,84.75
14.27,82.64
14.97,85.96
15.70,82.64
16.43,82.42
17.13,85.23
17.82,86.96
18.51,86.71
19.21,85.47
19.92,84.75
20.58,90.91
21.26,88.24
21.94,88.50
22.63,87.21
23.33,85.96
24.00,89.55
24.66,90.09
25.35,86.71
26.04,87.46
26.72,88.76
27.36,93.17
28.01,92.31
28.65,93.17
29.26,99.34
29.89,94.94
30.24,171.43
30.53,206.90
31.19,90.63
31.88,86.96
32.58,85.47
33.32,81.52
34.04,83.33
34.77,81.97
35.50,82.87
36.17,89.02
36.87,85.47
37.58,85.23
38.29,84.03
39.00,84.27
39.67,89.82
40.39,83.10
41.13,81.52
41.86,82.19
42.60,80.65
43.33,82.87
44.02,86.71
44.68,90.36
45.36,88.24
46.03,90.09
46.68,92.02
47.32,93.17
47.96,94.34
48.63,90.09
49.31,88.24
49.99,87.98
50.68,87.21
51.36,88.24
52.02,90.63
52.70,87.46
53.34,94.04
54.00,91.74
54.67,89.55
55.33,89.82
56.01,88.50
56.69,88.76
57.33,93.46
58.03,85.71
58.73,85.96
59.46,81.97
60.20,80.65
60.96,79.79
61.70,80.43
62.43,82.42
63.17,81.08
63.90,82.19
64.62,83.10
65.34,83.57
66.03,86.96
66.67,93.46
67.31,94.04
67.97,90.91
68.66,86.96
69.37,84.27
70.10,82.42
70.88,76.92
71.66,77.32
72.43,77.32
73.12,86.71
73.79,90.36
74.47,87.98
75.15,88.76
75.80,92.02
76.47,89.82
77.14,88.76
77.86,83.80
78.62,78.95
79.33,84.75
80.07,80.65
80.86,75.95
81.64,76.73
82.43,75.76
83.17,81.74
83.88,84.51
84.60,82.64
85.33,82.87
86.06,82.42
86.80,81.08
87.52,83.10
88.25,81.74
89.02,78.33
89.78,78.53
90.54,79.58
91.23,86.21
91.93,85.96
92.66,82.19
93.40,81.30
94.15,79.79
94.91,79.37
95.63,83.10
96.35,82.87
97.08,82.42
97.80,82.87
98.54,81.30
99.24,85.71
99.91,89.55
100.62,85.23
101.36,81.08
102.12,78.53
102.90,76.73
103.65,80.21
104.41,78.74
105.16,80.00
105.90,80.86
106.61,84.51
107.31,85.96
108.01,85.71
108.71,85.71
109.39,88.24
110.09,85.47
110.83,81.74
111.59,79.16
112.37,76.73
113.12,79.58
113.89,78.53
114.66,77.92
115.41,79.79
116.08,89.55
116.74,91.19
117.41,88.50
118.08,89.55
118.77,86.96
119.48,84.99
120.17,86.96
120.89,83.80
121.61,82.64
122.36,80.65
123.09,81.97
123.78,87.21
124.44,90.36
125.12,87.72
125.79,90.09
126.42,94.64
127.07,92.31
127.74,89.55
128.38,94.34
129.04,91.19
129.71,88.76
130.41,86.46
131.13,82.87
131.86,81.97
132.62,79.58
133.35,82.42
134.01,90.91
134.71,84.99
135.42,84.99
136.15,82.42
136.87,82.87
137.59,83.80
138.30,83.57
139.01,84.51
139.72,84.51
140.38,91.74
141.06,88.24
141.74,87.46
142.45,85.23
143.13,87.72
143.75,96.77
144.44,86.96
145.15,84.27
145.90,80.86
146.67,77.92
147.45,76.73
148.22,77.52
148.96,81.74
149.70,80.65
150.42,83.10
151.13,84.99
151.82,86.21
152.49,89.82
153.16,90.36
153.85,86.21
154.59,81.08
155.38,75.95
156.17,76.14
156.96,75.76
157.71,80.00
158.45,81.30
159.19,81.52
159.94,79.79
160.68,81.30
161.41,82.19
162.09,87.21
162.79,86.71
163.47,87.21
164.16,87.72
164.85,87.21
165.51,90.63
166.19,87.72
166.93,81.74
167.68,79.58
168.44,79.16
169.15,84.75
169.83,87.98
170.53,85.23
171.26,82.42
171.99,82.19
172.71,83.80
173.39,87.21
174.09,86.21
174.77,88.24
175.44,89.29
176.11,90.36
176.77,90.09
177.43,91.74
178.07,93.46
178.72,91.74
179.40,89.02
180.10,85.71
180.77,89.29
181.41,93.17
182.10,86.71
182.82,84.03
183.53,83.80
184.24,84.75
184.89,92.59
185.55,91.46
186.18,94.34
186.82,93.75
187.44,96.46
188.07,96.15
188.69,96.46
189.35,91.19
190.03,88.50
190.72,86.71
191.40,87.46
192.10,86.46
192.76,90.91
193.40,94.04
194.04,93.46
194.71,89.02
195.38,89.82
196.05,89.02
196.70,92.31
197.40,85.96
198.07,90.09
198.75,87.46
199.45,85.96
200.15,85.47
200.85,86.71
201.50,91.46
202.15,92.31
202.83,88.76
203.53,85.47
204.27,80.65
205.01,81.30
205.69,88.76
206.39,85.47
207.11,82.87
207.86,80.86
208.62,78.95
209.41,75.95
210.17,78.95
210.92,80.00
211.64,82.42
212.30,92.02
212.96,90.36
213.63,89.82
214.30,88.76
215.00,85.96
215.73,82.64
216.48,80.21
217.21,81.74
217.97,79.37
218.73,78.53
219.50,78.12
220.21,84.03
220.95,81.52
221.70,79.79
222.45,80.21
223.18,81.74
223.88,86.21
