tempo_s,bpm_ecg
0.96,82.42
1.68,83.33
2.35,89.55
3.03,87.98
3.66,95.85
4.33,90.09
5.06,81.74
5.84,76.73
6.66,73.71
7.44,76.53
8.15,84.75
8.83,87.46
9.55,83.33
10.32,78.33
11.13,73.71
11.95,73.71
12.77,72.64
13.52,80.86
14.20,87.98
14.84,93.75
15.52,87.46
16.27,80.65
17.13,69.77
17.97,71.43
18.77,74.63
19.53,79.16
20.24,84.27
20.87,96.15
21.46,101.01
22.04,102.74
22.63,102.39
23.23,100.00
23.82,101.01
24.40,103.81
24.97,104.90
25.54,106.01
26.12,102.74
26.74,97.09
27.39,92.59
27.98,101.35
28.59,98.68
29.22,95.85
29.87,91.19
30.59,83.57
31.29,86.21
31.94,92.31
32.61,89.82
33.27,90.36
33.90,95.24
34.53,94.94
35.17,94.04
35.79,96.77
36.48,86.96
37.21,82.19
37.95,81.30
38.67,82.64
39.45,76.92
40.24,76.73
41.03,75.38
41.79,78.95
42.49,85.47
43.15,91.19
43.80,93.17
44.46,90.36
45.14,87.98
45.84,85.96
46.49,92.02
47.20,84.51
47.90,86.46
48.64,80.43
49.40,79.58
50.15,80.00
50.83,87.46
51.46,95.24
52.11,92.31
52.78,89.82
53.49,84.27
54.19,86.21
54.90,84.03
55.71,74.44
56.55,70.92
57.37,73.53
58.12,80.00
58.90,76.73
59.69,76.34
60.43,80.86
61.17,81.52
61.98,74.07
62.84,69.61
63.67,72.12
64.44,78.33
65.22,76.73
66.01,75.76
66.75,81.52
67.47,83.10
68.12,92.31
68.78,90.63
69.50,83.10
70.28,76.92
71.02,81.08
71.83,74.44
72.64,73.71
73.48,71.94
74.24,78.12
75.01,77.92
75.76,80.21
76.51,80.00
77.20,87.46
77.86,90.09
78.59,82.64
79.36,77.52
80.19,72.29
80.97,77.12
81.81,71.26
82.68,69.28
83.55,68.65
84.33,76.92
85.14,74.07
85.94,75.38
86.71,78.33
87.43,82.42
88.19,78.95
88.98,76.73
89.78,74.63
90.50,83.57
91.25,79.58
92.01,78.74
92.81,75.38
93.54,82.64
94.29,79.16
95.04,80.43
95.77,82.19
96.42,92.59
97.02,99.67
97.61,102.39
98.26,91.19
99.04,77.72
99.83,75.38
100.64,73.89
101.44,75.38
102.19,79.58
102.89,85.96
103.53,94.64
104.12,101.01
104.69,105.26
105.24,108.30
105.80,108.70
106.34,109.89
106.91,105.26
107.49,103.45
108.09,100.33
108.71,97.40
109.35,93.17
109.99,94.04
110.58,101.01
111.18,100.67
111.74,106.01
112.29,109.49
112.84,109.89
113.38,111.52
