tempo_s,bpm
0.00,63.97
1.00,63.97
2.00,63.97
3.00,64.03
4.00,64.38
5.00,65.22
6.00,66.82
7.00,68.03
8.00,69.46
9.00,70.67
10.00,70.92
11.00,71.09
12.00,72.12
13.00,117.48
14.00,131.64
15.00,128.21
16.00,136.99
17.00,133.05
18.00,131.58
19.00,131.58
20.00,131.58
21.00,132.74
22.00,138.25
23.00,135.50
24.00,135.50
25.00,135.50
26.00,138.25
27.00,133.94
28.00,138.25
29.00,150.54
30.00,140.38
31.00,142.18
32.00,135.14
33.00,133.65
34.00,142.18
35.00,137.17
36.00,137.17
37.00,137.17
38.00,132.16
39.00,121.95
40.00,88.16
41.00,69.53
42.00,69.12
43.00,69.12
44.00,67.87
45.00,67.87
46.00,98.94
47.00,128.76
48.00,128.76
49.00,70.76
50.00,70.59
51.00,128.76
52.00,131.00
53.00,101.39
54.00,71.77
55.00,99.89
56.00,131.00
57.00,132.47
58.00,125.52
59.00,101.82
60.00,125.52
61.00,127.70
62.00,107.29
63.00,96.46
64.00,123.99
65.00,122.35
66.00,118.11
67.00,132.10
68.00,137.61
69.00,139.23
70.00,126.58
71.00,102.35
72.00,74.63
73.00,74.26
74.00,74.35
75.00,74.53
76.00,74.35
77.00,74.35
78.00,74.26
79.00,74.63
80.00,75.00
81.00,75.38
82.00,75.95
83.00,75.95
84.00,75.76
85.00,75.66
86.00,75.76
87.00,75.66
88.00,75.38
89.00,75.57
90.00,74.11
91.00,73.27
92.00,74.07
93.00,73.80
94.00,74.07
95.00,74.07
96.00,74.07
97.00,74.35
98.00,74.81
99.00,75.28
100.00,96.15
101.00,146.62
102.00,146.62
103.00,146.62
104.00,99.45
105.00,136.99
106.00,135.16
107.00,103.07
108.00,72.64
109.00,72.73
110.00,72.73
111.00,72.38
112.00,72.38
113.00,71.94
114.00,72.03
115.00,72.03
116.00,71.94
117.00,72.03
118.00,72.64
119.00,72.12
120.00,78.95
121.00,78.95
122.00,78.95
123.00,78.95
124.00,78.95
125.00,79.47
126.00,79.47
127.00,81.52
128.00,100.76
129.00,125.79
130.00,131.29
131.00,131.29
132.00,131.58
133.00,131.00
134.00,126.23
135.00,121.46
136.00,98.36
137.00,111.52
138.00,107.67
139.00,103.81
140.00,111.52
141.00,107.67
142.00,111.52
143.00,111.52
144.00,122.73
145.00,73.71
146.00,73.71
147.00,72.73
148.00,72.12
149.00,72.12
150.00,71.52
151.00,70.92
152.00,70.92
153.00,104.90
154.00,90.14
155.00,123.46
156.00,123.71
157.00,75.38
158.00,90.14
159.00,90.14
160.00,74.35
161.00,75.00
162.00,74.35
163.00,73.19
164.00,71.94
165.00,71.18
166.00,71.94
167.00,70.42
168.00,71.18
169.00,72.47
170.00,72.99
171.00,72.99
172.00,88.77
173.00,88.77
174.00,129.03
175.00,129.03
176.00,118.84
177.00,107.11
178.00,76.53
179.00,129.81
180.00,136.37
181.00,135.14
182.00,141.62
183.00,137.61
184.00,137.61
185.00,141.62
186.00,137.61
187.00,102.39
188.00,120.05
189.00,110.02
190.00,117.65
191.00,117.65
192.00,83.33
193.00,83.33
194.00,121.95
195.00,122.45
196.00,129.78
197.00,129.78
198.00,103.83
199.00,110.70
200.00,120.03
201.00,118.11
202.00,114.41
203.00,118.11
204.00,114.41
205.00,114.41
206.00,119.30
207.00,130.28
208.00,130.28
209.00,120.48
210.00,140.58
211.00,123.00
212.00,125.52
213.00,125.52
214.00,123.74
215.00,121.95
216.00,123.74
217.00,121.95
218.00,127.67
219.00,127.67
220.00,128.76
221.00,127.67
222.00,112.78
223.00,119.68
224.00,112.36
225.00,95.62
226.00,112.36
227.00,112.78
228.00,121.26
229.00,129.31
230.00,129.31
231.00,129.31
232.00,118.58
233.00,120.00
234.00,122.95
235.00,120.00
236.00,115.38
237.00,113.04
238.00,116.82
239.00,117.30
240.00,113.64
241.00,168.65
242.00,120.80
243.00,176.77
244.00,103.09
245.00,102.74
246.00,101.36
247.00,103.09
248.00,103.09
249.00,133.85
250.00,108.15
251.00,106.49
