tempo_s,bpm
0.00,73.24
1.00,73.24
2.00,73.24
3.00,73.24
4.00,73.24
5.00,73.24
6.00,73.24
7.00,73.24
8.00,73.24
9.00,73.24
10.00,80.57
11.00,80.57
12.00,80.57
13.00,80.57
14.00,80.57
15.00,80.57
16.00,73.24
17.00,80.57
18.00,73.24
19.00,73.24
20.00,73.24
21.00,73.24
22.00,73.24
23.00,73.24
24.00,73.24
25.00,73.24
26.00,73.24
27.00,73.24
28.00,80.57
29.00,80.57
30.00,80.57
31.00,80.57
32.00,80.57
33.00,80.57
34.00,80.57
35.00,80.57
36.00,80.57
37.00,80.57
38.00,80.57
39.00,73.24
40.00,73.24
41.00,73.24
42.00,73.24
43.00,73.24
44.00,80.57
45.00,80.57
46.00,73.24
47.00,73.24
48.00,73.24
49.00,73.24
50.00,73.24
51.00,73.24
52.00,73.24
53.00,73.24
54.00,73.24
55.00,80.57
56.00,80.57
57.00,80.57
58.00,73.24
59.00,73.24
60.00,73.24
61.00,73.24
62.00,73.24
63.00,73.24
64.00,73.24
65.00,73.24
66.00,73.24
67.00,73.24
68.00,73.24
69.00,73.24
70.00,73.24
71.00,73.24
72.00,73.24
73.00,73.24
74.00,73.24
75.00,73.24
76.00,73.24
77.00,73.24
78.00,73.24
79.00,73.24
80.00,73.24
81.00,73.24
82.00,73.24
83.00,73.24
84.00,73.24
85.00,73.24
86.00,73.24
87.00,73.24
88.00,73.24
89.00,73.24
90.00,73.24
91.00,73.24
92.00,73.24
93.00,73.24
94.00,73.24
95.00,73.24
96.00,73.24
97.00,73.24
98.00,73.24
99.00,80.57
100.00,80.57
101.00,80.57
102.00,80.57
103.00,80.57
104.00,80.57
105.00,80.57
106.00,80.57
107.00,73.24
108.00,73.24
109.00,73.24
110.00,73.24
111.00,73.24
112.00,80.57
113.00,80.57
114.00,80.57
115.00,80.57
116.00,80.57
117.00,80.57
118.00,80.57
119.00,73.24
120.00,73.24
121.00,73.24
122.00,73.24
123.00,73.24
124.00,73.24
125.00,73.24
126.00,73.24
127.00,73.24
128.00,73.24
129.00,80.57
130.00,80.57
131.00,80.57
132.00,80.57
133.00,80.57
134.00,80.57
135.00,80.57
136.00,73.24
137.00,73.24
138.00,80.57
139.00,80.57
140.00,80.57
141.00,80.57
142.00,80.57
143.00,80.57
144.00,80.57
145.00,80.57
146.00,80.57
